x,Ch1_1
20333.0,6592.0
20336.0,7977.0
20371.0,3851.0
20381.0,8930.0
20441.0,5008.0
20510.0,8708.0
20520.0,3803.0
20555.0,9119.0
20570.0,1435.0
20684.0,8989.0
20697.0,3958.0
20729.0,9536.0
20789.0,5186.0
20858.0,9411.0
20865.0,4194.0
20893.0,4778.0
20897.0,7062.0
20898.0,6558.0
20899.0,6081.0
20901.0,5682.0
20902.0,6630.0
20903.0,9792.0
20904.0,3458.0
20933.0,1432.0
20957.0,1487.0
20962.0,1452.0
20963.0,5292.0
20970.0,3930.0
20994.0,4949.0
21015.0,5316.0
21020.0,5115.0
21032.0,9673.0
21043.0,4084.0
21064.0,5076.0
21067.0,4709.0
21071.0,7375.0
21072.0,6776.0
21073.0,6310.0
21074.0,6070.0
21075.0,5844.0
21076.0,6739.0
21077.0,10145.0
21096.0,1436.0
21106.0,1481.0
21118.0,1442.0
21122.0,1485.0
21131.0,1428.0
21136.0,1472.0
21137.0,5242.0
21142.0,3908.0
21169.0,5112.0
21185.0,5300.0
21189.0,5148.0
21192.0,5383.0
21194.0,5234.0
21206.0,9907.0
21215.0,4163.0
21235.0,5117.0
21241.0,4698.0
21245.0,7468.0
21246.0,6897.0
21247.0,6466.0
21249.0,5927.0
21250.0,6985.0
21251.0,10315.0
21266.0,1468.0
21267.0,1438.0
21279.0,1482.0
21285.0,1426.0
21286.0,1478.0
21302.0,1437.0
21307.0,1485.0
21310.0,1435.0
21311.0,5533.0
21380.0,10223.0
21389.0,4329.0
21410.0,5191.0
21415.0,4728.0
21419.0,7731.0
21420.0,7030.0
21421.0,6679.0
21422.0,6336.0
21423.0,6169.0
21424.0,7022.0
21425.0,10379.0
21441.0,1471.0
21455.0,1448.0
21464.0,1489.0
21471.0,1437.0
21473.0,1482.0
21484.0,1456.0
21485.0,5494.0
21554.0,10396.0
21562.0,4499.0
21581.0,5282.0
21589.0,4720.0
21593.0,7863.0
21594.0,7215.0
21595.0,6638.0
21596.0,6493.0
21597.0,6225.0
21598.0,7231.0
21599.0,10612.0
21616.0,1471.0
21618.0,1435.0
21621.0,1481.0
21624.0,1440.0
21628.0,1478.0
21629.0,1439.0
21642.0,1473.0
21644.0,1437.0
21658.0,1454.0
21659.0,5746.0
21728.0,10507.0
21736.0,4528.0
21763.0,5179.0
21767.0,8098.0
21768.0,7416.0
21769.0,6738.0
21770.0,6635.0
21771.0,6337.0
21772.0,7316.0
21773.0,10643.0
21791.0,1454.0
21799.0,1419.0
21801.0,1470.0
21802.0,1437.0
21818.0,1475.0
21822.0,1429.0
21832.0,1466.0
21833.0,5935.0
21902.0,10893.0
21912.0,4448.0
21937.0,5219.0
21941.0,8150.0
21942.0,7527.0
21943.0,7001.0
21945.0,6417.0
21946.0,7513.0
21947.0,10816.0
21966.0,1464.0
21968.0,1430.0
21970.0,1481.0
21981.0,1426.0
21986.0,1477.0
21991.0,1435.0
21996.0,1479.0
22006.0,1442.0
